"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jan 19 00:48:57 GMT 2024","Fri Jan 19 00:48:58 GMT 2024","626","","","","","","Validate Council Output [SouthTynesideCouncil-None-None]",""
"failed","Fri Jan 19 00:48:14 GMT 2024","Fri Jan 19 00:48:15 GMT 2024","614","","","","","","Validate Council Output [BarnetCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 19 00:48:40 GMT 2024","Fri Jan 19 00:48:41 GMT 2024","845","","","","","","Validate Council Output [NorthNorthamptonshireCouncil-None-None]",""
"failed","Fri Jan 19 00:48:47 GMT 2024","Fri Jan 19 00:48:48 GMT 2024","1209","","","","","","Validate Council Output [HuntingdonDistrictCouncil-None-None]",""
"passed","Fri Jan 19 00:48:28 GMT 2024","Fri Jan 19 00:48:29 GMT 2024","906","","","","","","Validate Council Output [NewarkAndSherwoodDC-None-None]",""
"passed","Fri Jan 19 00:51:14 GMT 2024","Fri Jan 19 00:51:15 GMT 2024","1544","","","","","","Validate Council Output [TorbayCouncil-None-None]",""
"passed","Fri Jan 19 00:48:41 GMT 2024","Fri Jan 19 00:48:42 GMT 2024","1346","","","","","","Validate Council Output [NorthSomersetCouncil-None-None]",""
"passed","Fri Jan 19 00:49:03 GMT 2024","Fri Jan 19 00:49:04 GMT 2024","1084","","","","","","Validate Council Output [StokeOnTrentCityCouncil-None-None]",""
"passed","Fri Jan 19 00:48:29 GMT 2024","Fri Jan 19 00:48:39 GMT 2024","9844","","","","","","Validate Council Output [NewcastleCityCouncil-None-None]",""
"passed","Fri Jan 19 00:48:09 GMT 2024","Fri Jan 19 00:48:10 GMT 2024","1143","","","","","","Validate Council Output [CannockChaseDistrictCouncil-None-None]",""
"passed","Fri Jan 19 00:49:01 GMT 2024","Fri Jan 19 00:49:03 GMT 2024","1955","","","","","","Validate Council Output [SouthCambridgeshireCouncil-None-None]",""
"passed","Fri Jan 19 00:48:20 GMT 2024","Fri Jan 19 00:48:21 GMT 2024","1121","","","","","","Validate Council Output [DorsetCouncil-None-None]",""
"failed","Fri Jan 19 00:48:47 GMT 2024","Fri Jan 19 00:48:47 GMT 2024","2","","","","","","Validate Council Output [ReigateAndBansteadBoroughCouncil-http://selenium:4444-local]",""
"failed","Fri Jan 19 00:48:09 GMT 2024","Fri Jan 19 00:48:09 GMT 2024","412","","","","","","Validate Council Output [CalderdaleCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 19 00:48:10 GMT 2024","Fri Jan 19 00:48:13 GMT 2024","3674","","","","","","Validate Council Output [CrawleyBoroughCouncil-None-None]",""
"passed","Fri Jan 19 00:48:34 GMT 2024","Fri Jan 19 00:48:39 GMT 2024","4205","","","","","","Validate Council Output [ManchesterCityCouncil-None-None]",""
"passed","Fri Jan 19 00:48:14 GMT 2024","Fri Jan 19 00:48:17 GMT 2024","2514","","","","","","Validate Council Output [CharnwoodBoroughCouncil-None-None]",""
"passed","Fri Jan 19 00:48:13 GMT 2024","Fri Jan 19 00:48:18 GMT 2024","4761","","","","","","Validate Council Output [CroydonCouncil-None-None]",""
"failed","Fri Jan 19 00:48:36 GMT 2024","Fri Jan 19 00:48:36 GMT 2024","2","","","","","","Validate Council Output [HaltonBoroughCouncil-http://selenium:4444-local]",""
"failed","Fri Jan 19 00:48:09 GMT 2024","Fri Jan 19 00:48:09 GMT 2024","2","","","","","","Validate Council Output [BrightonandHoveCityCouncil-http://selenium:4444-local]",""
"failed","Fri Jan 19 00:48:15 GMT 2024","Fri Jan 19 00:48:16 GMT 2024","1018","","","","","","Validate Council Output [BromleyBoroughCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 19 00:48:37 GMT 2024","Fri Jan 19 00:48:43 GMT 2024","6229","","","","","","Validate Council Output [NorthKestevenDistrictCouncil-None-None]",""
"passed","Fri Jan 19 00:49:22 GMT 2024","Fri Jan 19 00:49:23 GMT 2024","1136","","","","","","Validate Council Output [YorkCouncil-None-None]",""
"passed","Fri Jan 19 00:48:32 GMT 2024","Fri Jan 19 00:48:33 GMT 2024","1036","","","","","","Validate Council Output [MaldonDistrictCouncil-None-None]",""
"passed","Fri Jan 19 00:49:16 GMT 2024","Fri Jan 19 00:49:22 GMT 2024","5873","","","","","","Validate Council Output [WokingBoroughCouncil-None-None]",""
"passed","Fri Jan 19 00:48:15 GMT 2024","Fri Jan 19 00:48:16 GMT 2024","1294","","","","","","Validate Council Output [BarnsleyMBCouncil-None-None]",""
"passed","Fri Jan 19 00:48:49 GMT 2024","Fri Jan 19 00:48:51 GMT 2024","1646","","","","","","Validate Council Output [RochdaleCouncil-None-None]",""
"passed","Fri Jan 19 00:48:09 GMT 2024","Fri Jan 19 00:48:10 GMT 2024","1117","","","","","","Validate Council Output [ConwyCountyBorough-None-None]",""
"passed","Fri Jan 19 00:48:50 GMT 2024","Fri Jan 19 00:48:52 GMT 2024","1876","","","","","","Validate Council Output [SalfordCityCouncil-None-None]",""
"failed","Fri Jan 19 00:48:27 GMT 2024","Fri Jan 19 00:48:27 GMT 2024","3","","","","","","Validate Council Output [MidAndEastAntrimBoroughCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 19 00:48:18 GMT 2024","Fri Jan 19 00:48:19 GMT 2024","866","","","","","","Validate Council Output [BCPCouncil-None-None]",""
"failed","Fri Jan 19 00:48:27 GMT 2024","Fri Jan 19 00:48:28 GMT 2024","1048","","","","","","Validate Council Output [MidSussexDistrictCouncil-None-None]",""
"failed","Fri Jan 19 00:49:12 GMT 2024","Fri Jan 19 00:49:12 GMT 2024","64","","","","","","Validate Council Output [WelhatCouncil-None-None]",""
"passed","Fri Jan 19 00:48:44 GMT 2024","Fri Jan 19 00:48:46 GMT 2024","1714","","","","","","Validate Council Output [OldhamCouncil-None-None]",""
"failed","Fri Jan 19 00:48:20 GMT 2024","Fri Jan 19 00:48:20 GMT 2024","175","","","","","","Validate Council Output [EastSuffolkCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 19 00:48:18 GMT 2024","Fri Jan 19 00:48:20 GMT 2024","1862","","","","","","Validate Council Output [DoncasterCouncil-None-None]",""
"passed","Fri Jan 19 00:48:42 GMT 2024","Fri Jan 19 00:48:47 GMT 2024","4627","","","","","","Validate Council Output [HarrogateBoroughCouncil-None-None]",""
"passed","Fri Jan 19 00:48:18 GMT 2024","Fri Jan 19 00:48:18 GMT 2024","690","","","","","","Validate Council Output [EastDevonDC-None-None]",""
"passed","Fri Jan 19 00:48:51 GMT 2024","Fri Jan 19 00:48:53 GMT 2024","2285","","","","","","Validate Council Output [SheffieldCityCouncil-None-None]",""
"passed","Fri Jan 19 00:49:12 GMT 2024","Fri Jan 19 00:49:13 GMT 2024","1196","","","","","","Validate Council Output [WestLindseyDistrictCouncil-None-None]",""
"failed","Fri Jan 19 00:49:13 GMT 2024","Fri Jan 19 00:49:13 GMT 2024","2","","","","","","Validate Council Output [WakefieldCityCouncil-http://selenium:4444-local]",""
"failed","Fri Jan 19 00:49:13 GMT 2024","Fri Jan 19 00:49:13 GMT 2024","2","","","","","","Validate Council Output [WestSuffolkCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 19 00:49:09 GMT 2024","Fri Jan 19 00:49:10 GMT 2024","1163","","","","","","Validate Council Output [WarwickDistrictCouncil-None-None]",""
"failed","Fri Jan 19 00:48:50 GMT 2024","Fri Jan 19 00:48:51 GMT 2024","433","","","","","","Validate Council Output [NorthWestLeicestershire-http://selenium:4444-local]",""
"failed","Fri Jan 19 00:48:46 GMT 2024","Fri Jan 19 00:48:46 GMT 2024","162","","","","","","Validate Council Output [PrestonCityCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 19 00:48:53 GMT 2024","Fri Jan 19 00:48:57 GMT 2024","4253","","","","","","Validate Council Output [ShropshireCouncil-None-None]",""
"failed","Fri Jan 19 00:48:22 GMT 2024","Fri Jan 19 00:48:22 GMT 2024","2","","","","","","Validate Council Output [BexleyCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 19 00:48:33 GMT 2024","Fri Jan 19 00:48:34 GMT 2024","1562","","","","","","Validate Council Output [GedlingBoroughCouncil-None-None]",""
"passed","Fri Jan 19 00:48:46 GMT 2024","Fri Jan 19 00:48:47 GMT 2024","650","","","","","","Validate Council Output [ReadingBoroughCouncil-None-None]",""
"passed","Fri Jan 19 00:49:03 GMT 2024","Fri Jan 19 00:49:04 GMT 2024","689","","","","","","Validate Council Output [SouthGloucestershireCouncil-None-None]",""
"passed","Fri Jan 19 00:49:17 GMT 2024","Fri Jan 19 00:49:19 GMT 2024","2832","","","","","","Validate Council Output [WiltshireCouncil-None-None]",""
"failed","Fri Jan 19 00:48:20 GMT 2024","Fri Jan 19 00:48:20 GMT 2024","3","","","","","","Validate Council Output [EastRidingCouncil-http://selenium:4444-local]",""
"failed","Fri Jan 19 00:48:32 GMT 2024","Fri Jan 19 00:48:32 GMT 2024","2","","","","","","Validate Council Output [ForestOfDeanDistrictCouncil-http://selenium:4444-local]",""
"failed","Fri Jan 19 00:48:50 GMT 2024","Fri Jan 19 00:48:50 GMT 2024","171","","","","","","Validate Council Output [NorthumberlandCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 19 00:48:51 GMT 2024","Fri Jan 19 00:49:00 GMT 2024","9000","","","","","","Validate Council Output [RugbyBoroughCouncil-None-None]",""
"passed","Fri Jan 19 00:48:16 GMT 2024","Fri Jan 19 00:48:18 GMT 2024","1722","","","","","","Validate Council Output [BuryCouncil-None-None]",""
"failed","Fri Jan 19 00:48:16 GMT 2024","Fri Jan 19 00:48:16 GMT 2024","2","","","","","","Validate Council Output [BuckinghamshireCouncil-http://selenium:4444-local]",""
