"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jan 18 00:48:04 GMT 2024","Thu Jan 18 00:48:05 GMT 2024","1568","","","","","","Validate Council Output [MertonCouncil-None-None]",""
"failed","Thu Jan 18 00:47:37 GMT 2024","Thu Jan 18 00:47:37 GMT 2024","108","","","","","","Validate Council Output [BoltonCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 18 00:48:15 GMT 2024","Thu Jan 18 00:48:16 GMT 2024","1784","","","","","","Validate Council Output [SouthCambridgeshireCouncil-None-None]",""
"passed","Thu Jan 18 00:48:35 GMT 2024","Thu Jan 18 00:48:58 GMT 2024","22951","","","","","","Validate Council Output [WiltshireCouncil-None-None]",""
"passed","Thu Jan 18 00:48:26 GMT 2024","Thu Jan 18 00:48:28 GMT 2024","2943","","","","","","Validate Council Output [TorridgeDistrictCouncil-None-None]",""
"failed","Thu Jan 18 00:48:10 GMT 2024","Thu Jan 18 00:48:10 GMT 2024","68","","","","","","Validate Council Output [NorthNorfolkDistrictCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 18 00:48:17 GMT 2024","Thu Jan 18 00:48:19 GMT 2024","1373","","","","","","Validate Council Output [GedlingBoroughCouncil-None-None]",""
"failed","Thu Jan 18 00:47:37 GMT 2024","Thu Jan 18 00:47:37 GMT 2024","3","","","","","","Validate Council Output [BrightonandHoveCityCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 18 00:50:32 GMT 2024","Thu Jan 18 00:50:41 GMT 2024","9063","","","","","","Validate Council Output [TestValleyBoroughCouncil-None-None]",""
"failed","Thu Jan 18 00:47:36 GMT 2024","Thu Jan 18 00:47:37 GMT 2024","355","","","","","","Validate Council Output [BlackburnCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 18 00:48:21 GMT 2024","Thu Jan 18 00:48:26 GMT 2024","5780","","","","","","Validate Council Output [SomersetCouncil-None-None]",""
"failed","Thu Jan 18 00:48:26 GMT 2024","Thu Jan 18 00:48:26 GMT 2024","854","","","","","","Validate Council Output [ValeofGlamorganCouncil-None-None]",""
"passed","Thu Jan 18 00:48:22 GMT 2024","Thu Jan 18 00:48:23 GMT 2024","1389","","","","","","Validate Council Output [StratfordUponAvonCouncil-None-None]",""
"passed","Thu Jan 18 00:48:32 GMT 2024","Thu Jan 18 00:48:33 GMT 2024","937","","","","","","Validate Council Output [WestLindseyDistrictCouncil-None-None]",""
"failed","Thu Jan 18 00:48:13 GMT 2024","Thu Jan 18 00:48:13 GMT 2024","83","","","","","","Validate Council Output [PortsmouthCityCouncil-http://selenium:4444-local]",""
"failed","Thu Jan 18 00:47:47 GMT 2024","Thu Jan 18 00:47:47 GMT 2024","67","","","","","","Validate Council Output [EastSuffolkCouncil-http://selenium:4444-local]",""
"failed","Thu Jan 18 00:48:31 GMT 2024","Thu Jan 18 00:48:31 GMT 2024","61","","","","","","Validate Council Output [WelhatCouncil-None-None]",""
"passed","Thu Jan 18 00:48:33 GMT 2024","Thu Jan 18 00:48:34 GMT 2024","1719","","","","","","Validate Council Output [WealdenDistrictCouncil-None-None]",""
"failed","Thu Jan 18 00:48:10 GMT 2024","Thu Jan 18 00:48:10 GMT 2024","3","","","","","","Validate Council Output [ReigateAndBansteadBoroughCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 18 00:47:37 GMT 2024","Thu Jan 18 00:47:38 GMT 2024","711","","","","","","Validate Council Output [CannockChaseDistrictCouncil-None-None]",""
"passed","Thu Jan 18 00:48:17 GMT 2024","Thu Jan 18 00:48:20 GMT 2024","3003","","","","","","Validate Council Output [SouthOxfordshireCouncil-None-None]",""
"failed","Thu Jan 18 00:47:43 GMT 2024","Thu Jan 18 00:47:43 GMT 2024","3","","","","","","Validate Council Output [BuckinghamshireCouncil-http://selenium:4444-local]",""
"failed","Thu Jan 18 00:47:55 GMT 2024","Thu Jan 18 00:47:55 GMT 2024","3","","","","","","Validate Council Output [MidAndEastAntrimBoroughCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 18 00:47:56 GMT 2024","Thu Jan 18 00:47:56 GMT 2024","967","","","","","","Validate Council Output [NewarkAndSherwoodDC-None-None]",""
"passed","Thu Jan 18 00:48:28 GMT 2024","Thu Jan 18 00:48:33 GMT 2024","4701","","","","","","Validate Council Output [WaverleyBoroughCouncil-None-None]",""
"passed","Thu Jan 18 00:48:09 GMT 2024","Thu Jan 18 00:48:10 GMT 2024","1392","","","","","","Validate Council Output [NorthTynesideCouncil-None-None]",""
"passed","Thu Jan 18 00:47:43 GMT 2024","Thu Jan 18 00:47:45 GMT 2024","1416","","","","","","Validate Council Output [BuryCouncil-None-None]",""
"passed","Thu Jan 18 00:47:38 GMT 2024","Thu Jan 18 00:47:42 GMT 2024","4027","","","","","","Validate Council Output [CardiffCouncil-None-None]",""
"passed","Thu Jan 18 00:47:48 GMT 2024","Thu Jan 18 00:47:51 GMT 2024","2250","","","","","","Validate Council Output [ErewashBoroughCouncil-None-None]",""
"passed","Thu Jan 18 00:47:40 GMT 2024","Thu Jan 18 00:47:40 GMT 2024","705","","","","","","Validate Council Output [BathAndNorthEastSomersetCouncil-None-None]",""
"passed","Thu Jan 18 00:48:08 GMT 2024","Thu Jan 18 00:48:09 GMT 2024","1197","","","","","","Validate Council Output [NorthSomersetCouncil-None-None]",""
"passed","Thu Jan 18 00:47:51 GMT 2024","Thu Jan 18 00:47:55 GMT 2024","3645","","","","","","Validate Council Output [EastCambridgeshireCouncil-None-None]",""
"passed","Thu Jan 18 00:48:22 GMT 2024","Thu Jan 18 00:48:22 GMT 2024","597","","","","","","Validate Council Output [SouthLanarkshireCouncil-None-None]",""
"failed","Thu Jan 18 00:48:28 GMT 2024","Thu Jan 18 00:48:31 GMT 2024","2799","","","","","","Validate Council Output [ValeofWhiteHorseCouncil-None-None]",""
"failed","Thu Jan 18 00:48:26 GMT 2024","Thu Jan 18 00:48:26 GMT 2024","3","","","","","","Validate Council Output [WakefieldCityCouncil-http://selenium:4444-local]",""
"failed","Thu Jan 18 00:47:42 GMT 2024","Thu Jan 18 00:47:43 GMT 2024","1021","","","","","","Validate Council Output [BromleyBoroughCouncil-http://selenium:4444-local]",""
"failed","Thu Jan 18 00:47:43 GMT 2024","Thu Jan 18 00:47:43 GMT 2024","68","","","","","","Validate Council Output [BroxtoweBoroughCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 18 00:48:32 GMT 2024","Thu Jan 18 00:48:35 GMT 2024","3272","","","","","","Validate Council Output [WiganBoroughCouncil-None-None]",""
"passed","Thu Jan 18 00:48:19 GMT 2024","Thu Jan 18 00:48:21 GMT 2024","2181","","","","","","Validate Council Output [GlasgowCityCouncil-None-None]",""
"passed","Thu Jan 18 00:47:36 GMT 2024","Thu Jan 18 00:47:37 GMT 2024","1220","","","","","","Validate Council Output [ConwyCountyBorough-None-None]",""
"failed","Thu Jan 18 00:48:13 GMT 2024","Thu Jan 18 00:48:13 GMT 2024","3","","","","","","Validate Council Output [SevenoaksDistrictCouncil-http://selenium:4444-local]",""
"failed","Thu Jan 18 00:47:43 GMT 2024","Thu Jan 18 00:47:44 GMT 2024","822","","","","","","Validate Council Output [ChelmsfordCityCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 18 00:47:51 GMT 2024","Thu Jan 18 00:48:16 GMT 2024","25219","","","","","","Validate Council Output [ChorleyCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 18 00:48:14 GMT 2024","Thu Jan 18 00:48:16 GMT 2024","2591","","","","","","Validate Council Output [SheffieldCityCouncil-None-None]",""
"passed","Thu Jan 18 00:48:12 GMT 2024","Thu Jan 18 00:48:13 GMT 2024","1364","","","","","","Validate Council Output [RochdaleCouncil-None-None]",""
"passed","Thu Jan 18 00:48:10 GMT 2024","Thu Jan 18 00:48:12 GMT 2024","1788","","","","","","Validate Council Output [RhonddaCynonTaffCouncil-None-None]",""
"failed","Thu Jan 18 00:48:10 GMT 2024","Thu Jan 18 00:48:10 GMT 2024","73","","","","","","Validate Council Output [NorthWestLeicestershire-http://selenium:4444-local]",""
"failed","Thu Jan 18 00:48:31 GMT 2024","Thu Jan 18 00:48:32 GMT 2024","68","","","","","","Validate Council Output [WestLothianCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 18 00:48:11 GMT 2024","Thu Jan 18 00:48:11 GMT 2024","569","","","","","","Validate Council Output [RushmoorCouncil-None-None]",""
"failed","Thu Jan 18 00:48:13 GMT 2024","Thu Jan 18 00:48:13 GMT 2024","71","","","","","","Validate Council Output [PrestonCityCouncil-http://selenium:4444-local]",""
"failed","Thu Jan 18 00:48:17 GMT 2024","Thu Jan 18 00:48:17 GMT 2024","3","","","","","","Validate Council Output [ForestOfDeanDistrictCouncil-http://selenium:4444-local]",""
"failed","Thu Jan 18 00:48:32 GMT 2024","Thu Jan 18 00:48:32 GMT 2024","3","","","","","","Validate Council Output [WestSuffolkCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 18 00:48:06 GMT 2024","Thu Jan 18 00:48:10 GMT 2024","4040","","","","","","Validate Council Output [NorthLincolnshireCouncil-None-None]",""
"failed","Thu Jan 18 00:47:42 GMT 2024","Thu Jan 18 00:47:44 GMT 2024","1268","","","","","","Validate Council Output [CroydonCouncil-None-None]",""
"passed","Thu Jan 18 00:48:09 GMT 2024","Thu Jan 18 00:48:11 GMT 2024","2234","","","","","","Validate Council Output [NottinghamCityCouncil-None-None]",""
"passed","Thu Jan 18 00:48:36 GMT 2024","Thu Jan 18 00:48:37 GMT 2024","531","","","","","","Validate Council Output [YorkCouncil-None-None]",""
"passed","Thu Jan 18 00:48:34 GMT 2024","Thu Jan 18 00:48:40 GMT 2024","5815","","","","","","Validate Council Output [WokingBoroughCouncil-None-None]",""
"passed","Thu Jan 18 00:47:38 GMT 2024","Thu Jan 18 00:47:39 GMT 2024","1096","","","","","","Validate Council Output [BarnsleyMBCouncil-None-None]",""
"failed","Thu Jan 18 00:47:56 GMT 2024","Thu Jan 18 00:47:58 GMT 2024","1910","","","","","","Validate Council Output [LondonBoroughRedbridge-http://selenium:4444-local]",""
"passed","Thu Jan 18 00:48:27 GMT 2024","Thu Jan 18 00:48:28 GMT 2024","1463","","","","","","Validate Council Output [WarwickDistrictCouncil-None-None]",""
"passed","Thu Jan 18 00:48:33 GMT 2024","Thu Jan 18 00:48:36 GMT 2024","3363","","","","","","Validate Council Output [WindsorAndMaidenheadCouncil-None-None]",""
"failed","Thu Jan 18 00:47:44 GMT 2024","Thu Jan 18 00:47:44 GMT 2024","3","","","","","","Validate Council Output [BexleyCouncil-http://selenium:4444-local]",""
"failed","Thu Jan 18 00:47:59 GMT 2024","Thu Jan 18 00:47:59 GMT 2024","3","","","","","","Validate Council Output [NorthEastLincs-None-None]",""
"passed","Thu Jan 18 00:47:40 GMT 2024","Thu Jan 18 00:47:41 GMT 2024","633","","","","","","Validate Council Output [BCPCouncil-None-None]",""
"failed","Thu Jan 18 00:47:58 GMT 2024","Thu Jan 18 00:47:58 GMT 2024","66","","","","","","Validate Council Output [LeedsCityCouncil-http://selenium:4444-local]",""
"failed","Thu Jan 18 00:48:16 GMT 2024","Thu Jan 18 00:48:17 GMT 2024","555","","","","","","Validate Council Output [FenlandDistrictCouncil-None-None]",""
"passed","Thu Jan 18 00:47:42 GMT 2024","Thu Jan 18 00:47:43 GMT 2024","1392","","","","","","Validate Council Output [CharnwoodBoroughCouncil-None-None]",""
"passed","Thu Jan 18 00:48:30 GMT 2024","Thu Jan 18 00:48:32 GMT 2024","1856","","","","","","Validate Council Output [StokeOnTrentCityCouncil-None-None]",""
"failed","Thu Jan 18 00:47:47 GMT 2024","Thu Jan 18 00:47:47 GMT 2024","63","","","","","","Validate Council Output [EastLindseyDistrictCouncil-http://selenium:4444-local]",""
"failed","Thu Jan 18 00:48:22 GMT 2024","Thu Jan 18 00:48:24 GMT 2024","1480","","","","","","Validate Council Output [SouthNorfolkCouncil-None-None]",""
"passed","Thu Jan 18 00:48:13 GMT 2024","Thu Jan 18 00:48:15 GMT 2024","1519","","","","","","Validate Council Output [SouthAyrshireCouncil-None-None]",""
"failed","Thu Jan 18 00:47:49 GMT 2024","Thu Jan 18 00:47:50 GMT 2024","1101","","","","","","Validate Council Output [HuntingdonDistrictCouncil-None-None]",""
"passed","Thu Jan 18 00:47:44 GMT 2024","Thu Jan 18 00:47:51 GMT 2024","7095","","","","","","Validate Council Output [CheshireEastCouncil-None-None]",""
"passed","Thu Jan 18 00:48:05 GMT 2024","Thu Jan 18 00:48:08 GMT 2024","2231","","","","","","Validate Council Output [NorthNorthamptonshireCouncil-None-None]",""
"passed","Thu Jan 18 00:47:44 GMT 2024","Thu Jan 18 00:47:45 GMT 2024","1481","","","","","","Validate Council Output [DoncasterCouncil-None-None]",""
"passed","Thu Jan 18 00:48:16 GMT 2024","Thu Jan 18 00:48:17 GMT 2024","587","","","","","","Validate Council Output [SouthGloucestershireCouncil-None-None]",""
"passed","Thu Jan 18 00:48:16 GMT 2024","Thu Jan 18 00:48:21 GMT 2024","4504","","","","","","Validate Council Output [ShropshireCouncil-None-None]",""
"passed","Thu Jan 18 00:47:47 GMT 2024","Thu Jan 18 00:47:48 GMT 2024","1240","","","","","","Validate Council Output [EnvironmentFirst-None-None]",""
"failed","Thu Jan 18 00:48:10 GMT 2024","Thu Jan 18 00:48:10 GMT 2024","61","","","","","","Validate Council Output [NorthumberlandCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 18 00:48:13 GMT 2024","Thu Jan 18 00:48:22 GMT 2024","8383","","","","","","Validate Council Output [RugbyBoroughCouncil-None-None]",""
"passed","Thu Jan 18 00:48:23 GMT 2024","Thu Jan 18 00:48:26 GMT 2024","2232","","","","","","Validate Council Output [TonbridgeAndMallingBC-None-None]",""
"passed","Thu Jan 18 00:47:39 GMT 2024","Thu Jan 18 00:47:40 GMT 2024","788","","","","","","Validate Council Output [BasingstokeCouncil-None-None]",""
"passed","Thu Jan 18 00:47:59 GMT 2024","Thu Jan 18 00:47:59 GMT 2024","896","","","","","","Validate Council Output [MalvernHillsDC-None-None]",""
"failed","Thu Jan 18 00:47:51 GMT 2024","Thu Jan 18 00:47:56 GMT 2024","5022","","","","","","Validate Council Output [LondonBoroughHounslow-None-None]",""
"passed","Thu Jan 18 00:47:45 GMT 2024","Thu Jan 18 00:47:47 GMT 2024","1430","","","","","","Validate Council Output [EastleighBoroughCouncil-None-None]",""
"failed","Thu Jan 18 00:48:21 GMT 2024","Thu Jan 18 00:48:22 GMT 2024","697","","","","","","Validate Council Output [SwaleBoroughCouncil-None-None]",""
"passed","Thu Jan 18 00:47:58 GMT 2024","Thu Jan 18 00:47:59 GMT 2024","686","","","","","","Validate Council Output [LisburnCastlereaghCityCouncil-None-None]",""
"passed","Thu Jan 18 00:48:11 GMT 2024","Thu Jan 18 00:48:13 GMT 2024","1856","","","","","","Validate Council Output [OldhamCouncil-None-None]",""
"failed","Thu Jan 18 00:48:20 GMT 2024","Thu Jan 18 00:48:20 GMT 2024","534","","","","","","Validate Council Output [SouthTynesideCouncil-None-None]",""
"failed","Thu Jan 18 00:47:36 GMT 2024","Thu Jan 18 00:47:37 GMT 2024","590","","","","","","Validate Council Output [CalderdaleCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 18 00:47:45 GMT 2024","Thu Jan 18 00:47:45 GMT 2024","599","","","","","","Validate Council Output [EastDevonDC-None-None]",""
"passed","Thu Jan 18 00:48:24 GMT 2024","Thu Jan 18 00:48:26 GMT 2024","1589","","","","","","Validate Council Output [TorbayCouncil-None-None]",""
"passed","Thu Jan 18 00:47:37 GMT 2024","Thu Jan 18 00:47:42 GMT 2024","4947","","","","","","Validate Council Output [CrawleyBoroughCouncil-None-None]",""
"passed","Thu Jan 18 00:47:56 GMT 2024","Thu Jan 18 00:48:06 GMT 2024","9443","","","","","","Validate Council Output [NewcastleCityCouncil-None-None]",""
"failed","Thu Jan 18 00:47:55 GMT 2024","Thu Jan 18 00:47:55 GMT 2024","3","","","","","","Validate Council Output [MiltonKeynesCityCouncil-None-None]",""
"failed","Thu Jan 18 00:48:21 GMT 2024","Thu Jan 18 00:48:21 GMT 2024","3","","","","","","Validate Council Output [GuildfordCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 18 00:47:41 GMT 2024","Thu Jan 18 00:47:44 GMT 2024","3225","","","","","","Validate Council Output [BedfordshireCouncil-None-None]",""
"failed","Thu Jan 18 00:48:21 GMT 2024","Thu Jan 18 00:48:22 GMT 2024","821","","","","","","Validate Council Output [StHelensBC-None-None]",""
"passed","Thu Jan 18 00:47:44 GMT 2024","Thu Jan 18 00:47:46 GMT 2024","1954","","","","","","Validate Council Output [HaringeyCouncil-None-None]",""
"passed","Thu Jan 18 00:47:59 GMT 2024","Thu Jan 18 00:48:04 GMT 2024","4292","","","","","","Validate Council Output [ManchesterCityCouncil-None-None]",""
"passed","Thu Jan 18 00:47:37 GMT 2024","Thu Jan 18 00:47:42 GMT 2024","5227","","","","","","Validate Council Output [BristolCityCouncil-None-None]",""
"passed","Thu Jan 18 00:47:46 GMT 2024","Thu Jan 18 00:47:49 GMT 2024","2615","","","","","","Validate Council Output [HarrogateBoroughCouncil-None-None]",""
